algoritmosUtilizados;permutacao;iteracao;inspecoesManuais;precision;recall;f-measure;da;dm;ndm;tp;fp;tn;fn
0;10;21;1084;1.0;0.8896321070234113;0.9415929203539823;39;227;857;266;0;47652904;33
0;10;22;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;11;0;0;0.954248366013072;0.4882943143812709;0.6460176991150443;153;0;0;146;7;47652897;153
0;11;1;49;0.9836065573770492;0.6020066889632107;0.7468879668049793;138;45;4;180;3;47652901;119
0;11;2;155;0.9949494949494949;0.6588628762541806;0.7927565392354124;110;88;67;197;1;47652903;102
0;11;3;197;0.9957983193277311;0.7926421404682275;0.88268156424581;109;129;68;237;1;47652903;62
0;11;4;249;0.9957983193277311;0.7926421404682275;0.88268156424581;58;180;69;237;1;47652903;62
0;11;5;259;0.9957983193277311;0.7926421404682275;0.88268156424581;48;190;69;237;1;47652903;62
0;11;6;259;0.9957983193277311;0.7926421404682275;0.88268156424581;48;190;69;237;1;47652903;62
0;11;7;259;0.9957983193277311;0.7926421404682275;0.88268156424581;48;190;69;237;1;47652903;62
0;11;8;271;0.99581589958159;0.7959866220735786;0.8847583643122677;48;191;80;238;1;47652903;61
0;11;9;428;0.9961389961389961;0.862876254180602;0.9247311827956988;46;213;215;258;1;47652903;41
0;11;10;504;0.9961832061068703;0.8729096989966555;0.93048128342246;46;216;288;261;1;47652903;38
0;11;11;510;0.9961977186311787;0.8762541806020067;0.9323843416370107;46;217;293;262;1;47652903;37
0;11;12;510;0.9961977186311787;0.8762541806020067;0.9323843416370107;46;217;293;262;1;47652903;37
0;11;13;517;1.0;0.8762541806020067;0.9340463458110517;39;223;294;262;0;47652904;37
0;11;14;539;1.0;0.8795986622073578;0.9359430604982205;39;224;315;263;0;47652904;36
0;11;15;539;1.0;0.8795986622073578;0.9359430604982205;39;224;315;263;0;47652904;36
0;11;16;854;1.0;0.8862876254180602;0.9397163120567376;39;226;628;265;0;47652904;34
0;11;17;854;1.0;0.8862876254180602;0.9397163120567376;39;226;628;265;0;47652904;34
0;11;18;854;1.0;0.8862876254180602;0.9397163120567376;39;226;628;265;0;47652904;34
0;11;19;854;1.0;0.8862876254180602;0.9397163120567376;39;226;628;265;0;47652904;34
0;11;20;854;1.0;0.8862876254180602;0.9397163120567376;39;226;628;265;0;47652904;34
0;11;21;1093;1.0;0.8862876254180602;0.9397163120567376;39;226;867;265;0;47652904;34
0;11;22;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;12;0;0;0.9086294416243654;0.5986622073578596;0.7217741935483871;197;0;0;179;18;47652886;120
0;12;1;124;0.994475138121547;0.6020066889632107;0.75;74;107;17;180;1;47652903;119
0;12;2;167;1.0;0.6387959866220736;0.7795918367346939;43;148;19;191;0;47652904;108
0;12;3;462;1.0;0.6956521739130435;0.8205128205128205;43;165;297;208;0;47652904;91
0;12;4;467;1.0;0.7123745819397993;0.83203125;43;170;297;213;0;47652904;86
0;12;5;467;1.0;0.7123745819397993;0.83203125;43;170;297;213;0;47652904;86
0;12;6;467;1.0;0.7123745819397993;0.83203125;43;170;297;213;0;47652904;86
0;12;7;467;1.0;0.7123745819397993;0.83203125;43;170;297;213;0;47652904;86
0;12;8;639;1.0;0.822742474916388;0.9027522935779817;42;204;435;246;0;47652904;53
0;12;9;655;1.0;0.8595317725752508;0.9244604316546762;42;215;440;257;0;47652904;42
0;12;10;655;1.0;0.8595317725752508;0.9244604316546762;42;215;440;257;0;47652904;42
0;12;11;655;1.0;0.8595317725752508;0.9244604316546762;42;215;440;257;0;47652904;42
0;12;12;996;1.0;0.8795986622073578;0.9359430604982205;42;221;775;263;0;47652904;36
0;12;13;1021;1.0;0.8795986622073578;0.9359430604982205;42;221;800;263;0;47652904;36
0;12;14;1021;1.0;0.8795986622073578;0.9359430604982205;42;221;800;263;0;47652904;36
0;12;15;1043;1.0;0.882943143812709;0.9378330373001776;42;222;821;264;0;47652904;35
0;12;16;1043;1.0;0.882943143812709;0.9378330373001776;42;222;821;264;0;47652904;35
0;12;17;1043;1.0;0.882943143812709;0.9378330373001776;42;222;821;264;0;47652904;35
0;12;18;1093;1.0;0.8862876254180602;0.9397163120567376;39;226;867;265;0;47652904;34
0;12;19;1093;1.0;0.8862876254180602;0.9397163120567376;39;226;867;265;0;47652904;34
0;12;20;1093;1.0;0.8862876254180602;0.9397163120567376;39;226;867;265;0;47652904;34
0;12;21;1093;1.0;0.8862876254180602;0.9397163120567376;39;226;867;265;0;47652904;34
0;12;22;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;13;0;0;0.9761904761904762;0.5484949832775919;0.702355460385439;168;0;0;164;4;47652900;135
0;13;1;46;0.9847715736040609;0.6488294314381271;0.782258064516129;152;45;1;194;3;47652901;105
0;13;2;127;0.9948717948717949;0.6488294314381271;0.7854251012145749;71;124;3;194;1;47652903;105
0;13;3;127;0.9948717948717949;0.6488294314381271;0.7854251012145749;71;124;3;194;1;47652903;105
0;13;4;308;0.9957805907172996;0.7892976588628763;0.8805970149253731;70;167;141;236;1;47652903;63
0;13;5;327;0.9958677685950413;0.8060200668896321;0.8909426987060999;70;172;155;241;1;47652903;58
0;13;6;347;0.9961089494163424;0.8561872909698997;0.9208633093525181;70;187;160;256;1;47652903;43
0;13;7;428;0.9961685823754789;0.8695652173913043;0.9285714285714286;70;191;237;260;1;47652903;39
0;13;8;432;0.9961832061068703;0.8729096989966555;0.93048128342246;68;194;238;261;1;47652903;38
0;13;9;455;0.9961977186311787;0.8762541806020067;0.9323843416370107;68;195;260;262;1;47652903;37
0;13;10;455;0.9961977186311787;0.8762541806020067;0.9323843416370107;68;195;260;262;1;47652903;37
0;13;11;465;0.9962264150943396;0.882943143812709;0.9361702127659574;68;197;268;264;1;47652903;35
0;13;12;728;0.9962264150943396;0.882943143812709;0.9361702127659574;68;197;531;264;1;47652903;35
0;13;13;790;1.0;0.8862876254180602;0.9397163120567376;57;208;582;265;0;47652904;34
0;13;14;790;1.0;0.8862876254180602;0.9397163120567376;57;208;582;265;0;47652904;34
0;13;15;790;1.0;0.8862876254180602;0.9397163120567376;57;208;582;265;0;47652904;34
0;13;16;790;1.0;0.8862876254180602;0.9397163120567376;57;208;582;265;0;47652904;34
0;13;17;790;1.0;0.8862876254180602;0.9397163120567376;57;208;582;265;0;47652904;34
0;13;18;790;1.0;0.8862876254180602;0.9397163120567376;57;208;582;265;0;47652904;34
0;13;19;808;1.0;0.8862876254180602;0.9397163120567376;39;226;582;265;0;47652904;34
0;13;20;808;1.0;0.8862876254180602;0.9397163120567376;39;226;582;265;0;47652904;34
0;13;21;808;1.0;0.8862876254180602;0.9397163120567376;39;226;582;265;0;47652904;34
0;13;22;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;14;0;0;0.9785714285714285;0.45819397993311034;0.6241457858769931;140;0;0;137;3;47652901;162
0;14;1;58;0.984375;0.6321070234113713;0.769857433808554;140;52;6;189;3;47652901;110
0;14;2;90;0.9865470852017937;0.7357859531772575;0.842911877394636;140;83;7;220;3;47652901;79
0;14;3;164;0.9954954954954955;0.7391304347826086;0.8483685220729366;68;154;10;221;1;47652903;78
0;14;4;192;1.0;0.7491638795986622;0.8565965583173996;43;181;11;224;0;47652904;75
0;14;5;217;1.0;0.782608695652174;0.878048780487805;43;191;26;234;0;47652904;65
0;14;6;217;1.0;0.782608695652174;0.878048780487805;43;191;26;234;0;47652904;65
0;14;7;222;1.0;0.7959866220735786;0.8864059590316574;43;195;27;238;0;47652904;61
0;14;8;613;1.0;0.8494983277591973;0.918625678119349;43;211;402;254;0;47652904;45
0;14;9;613;1.0;0.8494983277591973;0.918625678119349;43;211;402;254;0;47652904;45
0;14;10;613;1.0;0.8494983277591973;0.918625678119349;43;211;402;254;0;47652904;45
0;14;11;613;1.0;0.8494983277591973;0.918625678119349;43;211;402;254;0;47652904;45
0;14;12;613;1.0;0.8494983277591973;0.918625678119349;43;211;402;254;0;47652904;45
0;14;13;613;1.0;0.8494983277591973;0.918625678119349;43;211;402;254;0;47652904;45
0;14;14;645;1.0;0.8494983277591973;0.918625678119349;43;211;434;254;0;47652904;45
0;14;15;887;1.0;0.8494983277591973;0.918625678119349;43;211;676;254;0;47652904;45
0;14;16;940;1.0;0.8561872909698997;0.9225225225225225;40;216;724;256;0;47652904;43
0;14;17;940;1.0;0.8561872909698997;0.9225225225225225;40;216;724;256;0;47652904;43
0;14;18;940;1.0;0.8561872909698997;0.9225225225225225;40;216;724;256;0;47652904;43
0;14;19;953;1.0;0.862876254180602;0.9263913824057451;40;218;735;258;0;47652904;41
0;14;20;953;1.0;0.862876254180602;0.9263913824057451;40;218;735;258;0;47652904;41
0;14;21;971;1.0;0.8662207357859532;0.9283154121863798;40;219;752;259;0;47652904;40
0;14;22;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;15;0;0;0.9866666666666667;0.24749163879598662;0.39572192513368987;75;0;0;74;1;47652903;225
0;15;1;533;0.9953917050691244;0.7224080267558528;0.8372093023255813;74;143;390;216;1;47652903;83
0;15;2;572;1.0;0.745819397993311;0.8544061302681992;43;180;392;223;0;47652904;76
0;15;3;579;1.0;0.7658862876254181;0.8674242424242424;43;186;393;229;0;47652904;70
0;15;4;579;1.0;0.7658862876254181;0.8674242424242424;43;186;393;229;0;47652904;70
0;15;5;582;1.0;0.7725752508361204;0.8716981132075471;43;188;394;231;0;47652904;68
0;15;6;582;1.0;0.7725752508361204;0.8716981132075471;43;188;394;231;0;47652904;68
0;15;7;584;1.0;0.7725752508361204;0.8716981132075471;43;188;396;231;0;47652904;68
0;15;8;609;1.0;0.8394648829431438;0.9127272727272727;43;208;401;251;0;47652904;48
0;15;9;610;1.0;0.8394648829431438;0.9127272727272727;43;208;402;251;0;47652904;48
0;15;10;610;1.0;0.8394648829431438;0.9127272727272727;43;208;402;251;0;47652904;48
0;15;11;635;1.0;0.8528428093645485;0.9205776173285198;43;212;423;255;0;47652904;44
0;15;12;647;1.0;0.862876254180602;0.9263913824057451;43;215;432;258;0;47652904;41
0;15;13;678;1.0;0.862876254180602;0.9263913824057451;43;215;463;258;0;47652904;41
0;15;14;678;1.0;0.862876254180602;0.9263913824057451;43;215;463;258;0;47652904;41
0;15;15;678;1.0;0.862876254180602;0.9263913824057451;43;215;463;258;0;47652904;41
0;15;16;678;1.0;0.862876254180602;0.9263913824057451;43;215;463;258;0;47652904;41
0;15;17;678;1.0;0.862876254180602;0.9263913824057451;43;215;463;258;0;47652904;41
0;15;18;678;1.0;0.862876254180602;0.9263913824057451;43;215;463;258;0;47652904;41
0;15;19;732;1.0;0.8662207357859532;0.9283154121863798;40;219;513;259;0;47652904;40
0;15;20;971;1.0;0.8662207357859532;0.9283154121863798;40;219;752;259;0;47652904;40
0;15;21;971;1.0;0.8662207357859532;0.9283154121863798;40;219;752;259;0;47652904;40
0;15;22;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;16;0;0;0.9823788546255506;0.745819397993311;0.8479087452471482;227;0;0;223;4;47652900;76
0;16;1;330;0.9871794871794872;0.7725752508361204;0.8667917448405253;187;47;283;231;3;47652901;68
0;16;2;419;0.9879032258064516;0.8193979933110368;0.8957952468007313;181;67;352;245;3;47652901;54
0;16;3;528;0.9959839357429718;0.8294314381270903;0.9051094890510949;129;120;408;248;1;47652903;51
0;16;4;683;0.9961832061068703;0.8729096989966555;0.93048128342246;122;140;543;261;1;47652903;38
0;16;5;690;0.9961832061068703;0.8729096989966555;0.93048128342246;115;147;543;261;1;47652903;38
0;16;6;748;0.9961832061068703;0.8729096989966555;0.93048128342246;58;204;544;261;1;47652903;38
0;16;7;748;0.9961832061068703;0.8729096989966555;0.93048128342246;58;204;544;261;1;47652903;38
0;16;8;760;0.9961832061068703;0.8729096989966555;0.93048128342246;46;216;544;261;1;47652903;38
0;16;9;760;0.9961832061068703;0.8729096989966555;0.93048128342246;46;216;544;261;1;47652903;38
0;16;10;767;1.0;0.8729096989966555;0.932142857142857;39;222;545;261;0;47652904;38
0;16;11;767;1.0;0.8729096989966555;0.932142857142857;39;222;545;261;0;47652904;38
0;16;12;767;1.0;0.8729096989966555;0.932142857142857;39;222;545;261;0;47652904;38
0;16;13;785;1.0;0.882943143812709;0.9378330373001776;39;225;560;264;0;47652904;35
0;16;14;785;1.0;0.882943143812709;0.9378330373001776;39;225;560;264;0;47652904;35
0;16;15;1082;1.0;0.8896321070234113;0.9415929203539823;39;227;855;266;0;47652904;33
0;16;16;1099;1.0;0.8896321070234113;0.9415929203539823;39;227;872;266;0;47652904;33
0;16;17;1099;1.0;0.8896321070234113;0.9415929203539823;39;227;872;266;0;47652904;33
0;16;18;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;16;19;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;16;20;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;16;21;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;16;22;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;17;0;0;0.9811320754716981;0.34782608695652173;0.5135802469135802;106;0;0;104;2;47652902;195
0;17;1;72;0.9885057471264368;0.5752508361204013;0.7272727272727272;103;71;1;172;2;47652902;127
0;17;2;117;0.9906103286384976;0.705685618729097;0.82421875;103;110;7;211;2;47652902;88
0;17;3;117;0.9906103286384976;0.705685618729097;0.82421875;103;110;7;211;2;47652902;88
0;17;4;149;0.9952830188679245;0.705685618729097;0.8258317025440313;71;141;8;211;1;47652903;88
0;17;5;326;0.9960159362549801;0.8361204013377926;0.9090909090909092;70;181;145;250;1;47652903;49
0;17;6;346;0.99609375;0.8528428093645485;0.9189189189189189;70;186;160;255;1;47652903;44
0;17;7;625;0.9961089494163424;0.8561872909698997;0.9208633093525181;70;187;438;256;1;47652903;43
0;17;8;625;0.9961089494163424;0.8561872909698997;0.9208633093525181;70;187;438;256;1;47652903;43
0;17;9;625;0.9961089494163424;0.8561872909698997;0.9208633093525181;70;187;438;256;1;47652903;43
0;17;10;625;0.9961089494163424;0.8561872909698997;0.9208633093525181;70;187;438;256;1;47652903;43
0;17;11;640;0.9961538461538462;0.8662207357859532;0.9266547406082289;70;190;450;259;1;47652903;40
0;17;12;640;0.9961538461538462;0.8662207357859532;0.9266547406082289;70;190;450;259;1;47652903;40
0;17;13;705;0.9961977186311787;0.8762541806020067;0.9323843416370107;70;193;512;262;1;47652903;37
0;17;14;728;0.9962264150943396;0.882943143812709;0.9361702127659574;68;197;531;264;1;47652903;35
0;17;15;728;0.9962264150943396;0.882943143812709;0.9361702127659574;68;197;531;264;1;47652903;35
0;17;16;1026;0.9962406015037594;0.8862876254180602;0.9380530973451328;68;198;828;265;1;47652903;34
0;17;17;1026;0.9962406015037594;0.8862876254180602;0.9380530973451328;68;198;828;265;1;47652903;34
0;17;18;1026;0.9962406015037594;0.8862876254180602;0.9380530973451328;68;198;828;265;1;47652903;34
0;17;19;1083;1.0;0.8896321070234113;0.9415929203539823;57;209;874;266;0;47652904;33
0;17;20;1083;1.0;0.8896321070234113;0.9415929203539823;57;209;874;266;0;47652904;33
0;17;21;1083;1.0;0.8896321070234113;0.9415929203539823;57;209;874;266;0;47652904;33
0;17;22;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;18;0;0;0.9086294416243654;0.5986622073578596;0.7217741935483871;197;0;0;179;18;47652886;120
0;18;1;316;0.9660194174757282;0.6655518394648829;0.7881188118811882;179;27;289;199;7;47652897;100
0;18;2;370;0.9866071428571429;0.7391304347826086;0.8451242829827915;153;71;299;221;3;47652901;78
0;18;3;389;0.9866071428571429;0.7391304347826086;0.8451242829827915;134;90;299;221;3;47652901;78
0;18;4;389;0.9866071428571429;0.7391304347826086;0.8451242829827915;134;90;299;221;3;47652901;78
0;18;5;389;0.9866071428571429;0.7391304347826086;0.8451242829827915;134;90;299;221;3;47652901;78
0;18;6;761;0.988;0.8260869565217391;0.8998178506375227;134;116;645;247;3;47652901;52
0;18;7;833;0.996;0.8327759197324415;0.907103825136612;65;185;648;249;1;47652903;50
0;18;8;974;0.9961977186311787;0.8762541806020067;0.9323843416370107;63;200;774;262;1;47652903;37
0;18;9;988;0.9962264150943396;0.882943143812709;0.9361702127659574;63;202;786;264;1;47652903;35
0;18;10;988;0.9962264150943396;0.882943143812709;0.9361702127659574;63;202;786;264;1;47652903;35
0;18;11;988;0.9962264150943396;0.882943143812709;0.9361702127659574;63;202;786;264;1;47652903;35
0;18;12;998;0.9962264150943396;0.882943143812709;0.9361702127659574;53;212;786;264;1;47652903;35
0;18;13;998;0.9962264150943396;0.882943143812709;0.9361702127659574;53;212;786;264;1;47652903;35
0;18;14;1023;0.9962264150943396;0.882943143812709;0.9361702127659574;53;212;811;264;1;47652903;35
0;18;15;1076;0.9962406015037594;0.8862876254180602;0.9380530973451328;46;220;856;265;1;47652903;34
0;18;16;1076;0.9962406015037594;0.8862876254180602;0.9380530973451328;46;220;856;265;1;47652903;34
0;18;17;1083;1.0;0.8862876254180602;0.9397163120567376;39;226;857;265;0;47652904;34
0;18;18;1083;1.0;0.8862876254180602;0.9397163120567376;39;226;857;265;0;47652904;34
0;18;19;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;18;20;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;18;21;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;18;22;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;19;0;0;0.9086294416243654;0.5986622073578596;0.7217741935483871;197;0;0;179;18;47652886;120
0;19;1;29;0.9781420765027322;0.5986622073578596;0.7427385892116182;168;15;14;179;4;47652900;120
0;19;2;74;0.9846153846153847;0.6421404682274248;0.7773279352226722;137;58;16;192;3;47652901;107
0;19;3;74;0.9846153846153847;0.6421404682274248;0.7773279352226722;137;58;16;192;3;47652901;107
0;19;4;110;0.9864864864864865;0.7324414715719063;0.8406909788867561;134;88;22;219;3;47652901;80
0;19;5;512;0.9879518072289156;0.822742474916388;0.8978102189781021;134;115;397;246;3;47652901;53
0;19;6;595;0.996;0.8327759197324415;0.907103825136612;105;145;450;249;1;47652903;50
0;19;7;600;0.9960629921259843;0.8461538461538461;0.91500904159132;105;149;451;253;1;47652903;46
0;19;8;627;0.9961240310077519;0.8595317725752508;0.9228007181328546;104;154;473;257;1;47652903;42
0;19;9;628;0.9961240310077519;0.8595317725752508;0.9228007181328546;103;155;473;257;1;47652903;42
0;19;10;628;0.9961240310077519;0.8595317725752508;0.9228007181328546;103;155;473;257;1;47652903;42
0;19;11;628;0.9961240310077519;0.8595317725752508;0.9228007181328546;103;155;473;257;1;47652903;42
0;19;12;628;0.9961240310077519;0.8595317725752508;0.9228007181328546;103;155;473;257;1;47652903;42
0;19;13;628;0.9961240310077519;0.8595317725752508;0.9228007181328546;103;155;473;257;1;47652903;42
0;19;14;638;0.9961538461538462;0.8662207357859532;0.9266547406082289;103;157;481;259;1;47652903;40
0;19;15;683;1.0;0.8662207357859532;0.9283154121863798;58;201;482;259;0;47652904;40
0;19;16;683;1.0;0.8662207357859532;0.9283154121863798;58;201;482;259;0;47652904;40
0;19;17;813;1.0;0.8896321070234113;0.9415929203539823;57;209;604;266;0;47652904;33
0;19;18;813;1.0;0.8896321070234113;0.9415929203539823;57;209;604;266;0;47652904;33
0;19;19;844;1.0;0.8896321070234113;0.9415929203539823;57;209;635;266;0;47652904;33
0;19;20;1083;1.0;0.8896321070234113;0.9415929203539823;57;209;874;266;0;47652904;33
0;19;21;1083;1.0;0.8896321070234113;0.9415929203539823;57;209;874;266;0;47652904;33
0;19;22;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;20;0;0;0.9545454545454546;0.6321070234113713;0.7605633802816901;198;0;0;189;9;47652895;110
0;20;1;44;0.9854368932038835;0.6789297658862876;0.803960396039604;168;38;6;203;3;47652901;96
0;20;2;82;0.9856459330143541;0.6889632107023411;0.8110236220472441;133;76;6;206;3;47652901;93
0;20;3;132;0.9877551020408163;0.8093645484949833;0.8897058823529412;133;112;20;242;3;47652901;57
0;20;4;201;0.9958847736625515;0.8093645484949833;0.8929889298892989;65;178;23;242;1;47652903;57
0;20;5;201;0.9958847736625515;0.8093645484949833;0.8929889298892989;65;178;23;242;1;47652903;57
0;20;6;202;0.9958847736625515;0.8093645484949833;0.8929889298892989;65;178;24;242;1;47652903;57
0;20;7;221;0.9959677419354839;0.8260869565217391;0.9031078610603291;65;183;38;247;1;47652903;52
0;20;8;222;0.9959839357429718;0.8294314381270903;0.9051094890510949;65;184;38;248;1;47652903;51
0;20;9;222;0.9959839357429718;0.8294314381270903;0.9051094890510949;65;184;38;248;1;47652903;51
0;20;10;222;0.9959839357429718;0.8294314381270903;0.9051094890510949;65;184;38;248;1;47652903;51
0;20;11;294;0.9960159362549801;0.8361204013377926;0.9090909090909092;55;196;98;250;1;47652903;49
0;20;12;301;0.9960159362549801;0.8361204013377926;0.9090909090909092;48;203;98;250;1;47652903;49
0;20;13;309;1.0;0.8361204013377926;0.9107468123861567;40;210;99;250;0;47652904;49
0;20;14;309;1.0;0.8361204013377926;0.9107468123861567;40;210;99;250;0;47652904;49
0;20;15;453;1.0;0.8729096989966555;0.932142857142857;39;222;231;261;0;47652904;38
0;20;16;726;1.0;0.8729096989966555;0.932142857142857;39;222;504;261;0;47652904;38
0;20;17;1059;1.0;0.8896321070234113;0.9415929203539823;39;227;832;266;0;47652904;33
0;20;18;1059;1.0;0.8896321070234113;0.9415929203539823;39;227;832;266;0;47652904;33
0;20;19;1059;1.0;0.8896321070234113;0.9415929203539823;39;227;832;266;0;47652904;33
0;20;20;1059;1.0;0.8896321070234113;0.9415929203539823;39;227;832;266;0;47652904;33
0;20;21;1076;1.0;0.8896321070234113;0.9415929203539823;39;227;849;266;0;47652904;33
0;20;22;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;21;0;0;0.9811320754716981;0.34782608695652173;0.5135802469135802;106;0;0;104;2;47652902;195
0;21;1;154;0.9912663755458515;0.7591973244147158;0.859848484848485;100;129;25;227;2;47652902;72
0;21;2;160;0.9914529914529915;0.7759197324414716;0.8705440900562853;100;134;26;232;2;47652902;67
0;21;3;160;0.9914529914529915;0.7759197324414716;0.8705440900562853;100;134;26;232;2;47652902;67
0;21;4;324;0.9922480620155039;0.8561872909698997;0.9192100538599641;97;161;163;256;2;47652902;43
0;21;5;605;0.9922480620155039;0.8561872909698997;0.9192100538599641;97;161;444;256;2;47652902;43
0;21;6;618;0.9923076923076923;0.862876254180602;0.9230769230769231;97;163;455;258;2;47652902;41
0;21;7;618;0.9923076923076923;0.862876254180602;0.9230769230769231;97;163;455;258;2;47652902;41
0;21;8;618;0.9923076923076923;0.862876254180602;0.9230769230769231;97;163;455;258;2;47652902;41
0;21;9;624;0.9923371647509579;0.8662207357859532;0.925;97;164;460;259;2;47652902;40
0;21;10;653;0.9961538461538462;0.8662207357859532;0.9266547406082289;68;192;461;259;1;47652903;40
0;21;11;653;0.9961538461538462;0.8662207357859532;0.9266547406082289;68;192;461;259;1;47652903;40
0;21;12;663;0.9961832061068703;0.8729096989966555;0.93048128342246;68;194;469;261;1;47652903;38
0;21;13;728;0.9962264150943396;0.882943143812709;0.9361702127659574;68;197;531;264;1;47652903;35
0;21;14;790;1.0;0.8862876254180602;0.9397163120567376;57;208;582;265;0;47652904;34
0;21;15;790;1.0;0.8862876254180602;0.9397163120567376;57;208;582;265;0;47652904;34
0;21;16;808;1.0;0.8862876254180602;0.9397163120567376;39;226;582;265;0;47652904;34
0;21;17;808;1.0;0.8862876254180602;0.9397163120567376;39;226;582;265;0;47652904;34
0;21;18;808;1.0;0.8862876254180602;0.9397163120567376;39;226;582;265;0;47652904;34
0;21;19;808;1.0;0.8862876254180602;0.9397163120567376;39;226;582;265;0;47652904;34
0;21;20;808;1.0;0.8862876254180602;0.9397163120567376;39;226;582;265;0;47652904;34
0;21;21;808;1.0;0.8862876254180602;0.9397163120567376;39;226;582;265;0;47652904;34
0;21;22;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;22;0;0;0.9552238805970149;0.6421404682274248;0.7679999999999999;201;0;0;192;9;47652895;107
0;22;1;72;0.9852216748768473;0.6688963210702341;0.796812749003984;141;62;10;200;3;47652901;99
0;22;2;194;0.9874476987447699;0.7892976588628763;0.8773234200743495;141;98;96;236;3;47652901;63
0;22;3;222;0.9881422924901185;0.8361204013377926;0.9057971014492754;141;112;110;250;3;47652901;49
0;22;4;225;0.9881422924901185;0.8361204013377926;0.9057971014492754;138;115;110;250;3;47652901;49
0;22;5;260;0.9920634920634921;0.8361204013377926;0.9074410163339384;103;149;111;250;2;47652902;49
0;22;6;260;0.9920634920634921;0.8361204013377926;0.9074410163339384;103;149;111;250;2;47652902;49
0;22;7;309;0.9960159362549801;0.8361204013377926;0.9090909090909092;55;196;113;250;1;47652903;49
0;22;8;309;0.9960159362549801;0.8361204013377926;0.9090909090909092;55;196;113;250;1;47652903;49
0;22;9;310;0.996031746031746;0.8394648829431438;0.911070780399274;55;197;113;251;1;47652903;48
0;22;10;310;0.996031746031746;0.8394648829431438;0.911070780399274;55;197;113;251;1;47652903;48
0;22;11;312;0.996031746031746;0.8394648829431438;0.911070780399274;55;197;115;251;1;47652903;48
0;22;12;324;1.0;0.8394648829431438;0.9127272727272727;43;208;116;251;0;47652904;48
0;22;13;324;1.0;0.8394648829431438;0.9127272727272727;43;208;116;251;0;47652904;48
0;22;14;660;1.0;0.8595317725752508;0.9244604316546762;43;214;446;257;0;47652904;42
0;22;15;678;1.0;0.862876254180602;0.9263913824057451;43;215;463;258;0;47652904;41
0;22;16;678;1.0;0.862876254180602;0.9263913824057451;43;215;463;258;0;47652904;41
0;22;17;810;1.0;0.8862876254180602;0.9397163120567376;42;223;587;265;0;47652904;34
0;22;18;810;1.0;0.8862876254180602;0.9397163120567376;42;223;587;265;0;47652904;34
0;22;19;810;1.0;0.8862876254180602;0.9397163120567376;42;223;587;265;0;47652904;34
0;22;20;810;1.0;0.8862876254180602;0.9397163120567376;42;223;587;265;0;47652904;34
0;22;21;862;1.0;0.8896321070234113;0.9415929203539823;39;227;635;266;0;47652904;33
0;22;22;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;23;0;0;0.3547854785478548;0.7190635451505016;0.47513812154696133;606;0;0;215;391;47652513;84
0;23;1;413;0.9307359307359307;0.7190635451505016;0.8113207547169812;195;36;377;215;16;47652888;84
0;23;2;471;0.9862385321100917;0.7190635451505016;0.8317214700193423;137;81;390;215;3;47652901;84
0;23;3;509;0.9878542510121457;0.8160535117056856;0.8937728937728938;134;113;396;244;3;47652901;55
0;23;4;540;0.991869918699187;0.8160535117056856;0.8954128440366973;103;143;397;244;2;47652902;55
0;23;5;592;0.9959677419354839;0.8260869565217391;0.9031078610603291;55;193;399;247;1;47652903;52
0;23;6;592;0.9959677419354839;0.8260869565217391;0.9031078610603291;55;193;399;247;1;47652903;52
0;23;7;615;0.9961089494163424;0.8561872909698997;0.9208633093525181;55;202;413;256;1;47652903;43
0;23;8;647;0.9961089494163424;0.8561872909698997;0.9208633093525181;55;202;445;256;1;47652903;43
0;23;9;666;0.9961389961389961;0.862876254180602;0.9247311827956988;55;204;462;258;1;47652903;41
0;23;10;666;0.9961389961389961;0.862876254180602;0.9247311827956988;55;204;462;258;1;47652903;41
